file algorithm indexes pattern num_shifts num_comparisons prep_cost
872.htm naive [536, 636, 2409, 3025, 3136, 3267, 3492, 4250, 5018, 5096, 5136] no 11056 5669 0
1678.htm naive [82, 843, 1248, 1534, 1790, 2036, 2347, 2718] aid 6306 3244 0
536.htm naive [81, 1861] historic 10101 5148 0
1671.htm naive [450, 1130, 1374, 1463, 1796, 2050, 2329, 3441, 3780, 4232, 4684, 4797, 5067, 5301, 6174, 7675, 7741, 8525, 8761, 10105, 10424, 11282, 12426, 14282, 16256, 16743, 16977, 17050, 17235, 17434, 17629, 17852, 17871, 18001, 18234, 20284, 21800, 21817, 22557, 22769, 24986, 26524, 26687, 26734, 27557, 27756, 29269, 30216, 30272, 30468, 30636, 30655, 31037, 31869, 32259, 35228, 36632, 36653, 36767, 36875, 36956, 36973, 37884, 38836, 39135, 41597, 41750, 43348, 43640, 44170, 44617, 46178, 47037, 48690, 50600, 50800, 50912, 52360, 53291, 53470, 54980, 56905, 56961, 57010, 57262, 57988, 58138, 61571, 61995, 62015, 62860, 63939, 64839, 65934, 66527, 67121, 67281, 68390, 69402, 70233, 70983, 71020, 71144, 71495, 71603, 76660, 76785, 77592, 77669, 77918, 78021, 80247, 80550] ex 169273 88272 0
683.htm naive [296] day 2625 1339 0
527.htm naive [4231] down 12363 6273 0
1549.htm naive [1095] energy 12640 6616 0
436.htm naive [51, 67, 155, 309, 482, 1065, 1121, 1326, 1995, 2065, 2088, 2549] ama 5659 2934 0
1931.htm naive [835, 888, 1692, 1819, 1872, 1991, 2049] safe 8222 4243 0
885.htm naive [315, 1426] sank 6393 3295 0
689.htm naive [2091, 2160] rig 9564 4904 0
1474.htm naive [0, 57, 139, 384, 589, 675, 1197, 1312, 1472, 1824, 2615, 2749, 2913, 3441, 3571, 3668, 3836, 4050, 4327, 4475, 4613, 4882, 5684, 5826, 5970] bp 12595 6345 0
1632.htm naive [29, 152] set 11104 5714 0
797.htm naive [253, 387, 508, 885, 1202, 1993, 2201, 2268, 2450, 2651, 3005] said 7727 3994 0
